genus_species,Order,Family,Genus,Species,tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Rhinella_marina,Anura,Bufonidae,Rhinella,marina,Rhinella_marina_Bufonidae,112.4,114,4.848807586,15.7,14.7,15.2,9,NA,9,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lentic water,Present
Rhinella_marina,Anura,Bufonidae,Rhinella,marina,Rhinella_marina_Bufonidae,125.7,174,5.582770172,14.7,15.2,14.95,9.8,10.4,10.1,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lentic water,Present
Rhinella_marina,Anura,Bufonidae,Rhinella,marina,Rhinella_marina_Bufonidae,103.3,127,5.026525695,12.6,13,12.8,9.3,9.1,9.2,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lentic water,Present
Rhinella_ocellata,Anura,Bufonidae,Rhinella,ocellata,Rhinella_ocellata_Bufonidae,46.2,14.1,2.415867089,6.2,6.4,6.3,5.2,5.4,5.3,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Rhinoderma_darwinii,Anura,Rhinodermatidae,Rhinoderma,darwinii,Rhinoderma_darwinii_Rhinodermatidae,25.3,2,1.25992105,3.3,3.4,3.35,2.7,2.7,2.7,Ground-dwelling,Diurnal,Ground,No free-living larvae,No larvae,Absent
Rhinoderma_darwinii,Anura,Rhinodermatidae,Rhinoderma,darwinii,Rhinoderma_darwinii_Rhinodermatidae,31.3,3,1.44224957,4.1,4,4.05,3.1,3,3.05,Ground-dwelling,Diurnal,Ground,No free-living larvae,No larvae,Absent
Rhinoderma_darwinii,Anura,Rhinodermatidae,Rhinoderma,darwinii,Rhinoderma_darwinii_Rhinodermatidae,26,2,1.25992105,4,3.5,3.75,2.8,2.7,2.75,Ground-dwelling,Diurnal,Ground,No free-living larvae,No larvae,Absent
Rhinoderma_darwinii,Anura,Rhinodermatidae,Rhinoderma,darwinii,Rhinoderma_darwinii_Rhinodermatidae,27.2,3,1.44224957,3.6,3.7,3.65,3,2.9,2.95,Ground-dwelling,Diurnal,Ground,No free-living larvae,No larvae,Absent
Rhinophrynus_dorsalis,Anura,Rhinophrynidae,Rhinophrynus,dorsalis,Rhinophrynus_dorsalis_Rhinophrynidae,68.3,40,3.419951893,4.2,3.6,3.9,2.4,2.5,2.45,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Rhinophrynus_dorsalis,Anura,Rhinophrynidae,Rhinophrynus,dorsalis,Rhinophrynus_dorsalis_Rhinophrynidae,62.3,56,3.825862366,4.9,3.8,4.35,2,2.3,2.15,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Rhinophrynus_dorsalis,Anura,Rhinophrynidae,Rhinophrynus,dorsalis,Rhinophrynus_dorsalis_Rhinophrynidae,70.2,53,3.756285754,3.7,3.8,3.75,2.2,2.5,2.35,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Rhinophrynus_dorsalis,Anura,Rhinophrynidae,Rhinophrynus,dorsalis,Rhinophrynus_dorsalis_Rhinophrynidae,70,56,3.825862366,4.5,4.1,4.3,2.7,2.7,2.7,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Scaphiophryne_marmorata,Anura,Microhylidae,Scaphiophryne,marmorata,Scaphiophryne_marmorata_Microhylidae,40.4,7.8,1.983192483,5.2,5.3,5.25,4.1,4.4,4.25,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Scaphiophryne_marmorata,Anura,Microhylidae,Scaphiophryne,marmorata,Scaphiophryne_marmorata_Microhylidae,48.3,13.4,2.375207738,6.2,5.8,6,5.1,4.8,4.95,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Scaphiophryne_marmorata,Anura,Microhylidae,Scaphiophryne,marmorata,Scaphiophryne_marmorata_Microhylidae,31.1,4.5,1.650963624,4.4,4.3,4.35,3.5,3.5,3.5,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Scaphiopus_couchii,Anura,Scaphiopodidae,Scaphiopus,couchii,Scaphiopus_couchii_Scaphiopodidae,59.4,26,2.962496068,8.3,8.3,8.3,6.6,7.2,6.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Scaphiopus_couchii,Anura,Scaphiopodidae,Scaphiopus,couchii,Scaphiopus_couchii_Scaphiopodidae,53.6,14,2.410142264,8.3,8.1,8.2,5.9,5.9,5.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Scaphiopus_couchii,Anura,Scaphiopodidae,Scaphiopus,couchii,Scaphiopus_couchii_Scaphiopodidae,54.7,16,2.5198421,8.2,7.6,7.9,5.5,6,5.75,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Scaphiopus_holbrookii,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Scaphiopus_holbrookii_Scaphiopodidae,69.2,33,3.20753433,8.4,9.2,8.8,6.6,6.5,6.55,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Scaphiopus_holbrookii,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Scaphiopus_holbrookii_Scaphiopodidae,62.3,21,2.758924176,8.5,8.5,8.5,6.4,5.5,5.95,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Scaphiopus_holbrookii,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Scaphiopus_holbrookii_Scaphiopodidae,66,29,3.072316826,8.1,8.1,8.1,6.5,6.4,6.45,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Schismaderma_carens,Anura,Bufonidae,Schismaderma,carens,Schismaderma_carens_Bufonidae,88.4,62,3.95789161,9.7,9.3,9.5,6.5,6.5,6.5,Ground-dwelling,Both,Lentic water,Free-living larvae,Lotic water,Present
Schismaderma_carens,Anura,Bufonidae,Schismaderma,carens,Schismaderma_carens_Bufonidae,78.8,45,3.556893304,8.3,7.7,8,5.8,6.4,6.1,Ground-dwelling,Both,Lentic water,Free-living larvae,Lotic water,Present
Schismaderma_carens,Anura,Bufonidae,Schismaderma,carens,Schismaderma_carens_Bufonidae,61.1,18.9,2.663712005,7,5.9,6.45,5.1,4.8,4.95,Ground-dwelling,Both,Lentic water,Free-living larvae,Lotic water,Present
Scinax_ruber,Anura,Hylidae,Scinax,ruber,Scinax_ruber_Hylidae,38.8,4.5,1.650963624,5.3,5.2,5.25,3.5,3.5,3.5,Scansorial,Both,Plants,Free-living larvae,Lentic water,Absent
Scinax_ruber,Anura,Hylidae,Scinax,ruber,Scinax_ruber_Hylidae,40.1,4.3,1.626133332,4.8,4.7,4.75,3.5,3.5,3.5,Scansorial,Both,Plants,Free-living larvae,Lentic water,Absent
Scinax_ruber,Anura,Hylidae,Scinax,ruber,Scinax_ruber_Hylidae,37.5,3.9,1.574060917,4.9,4.8,4.85,3.6,3.4,3.5,Scansorial,Both,Plants,Free-living larvae,Lentic water,Absent
Sclerophrys_brauni,Anura,Bufonidae,Sclerophrys,brauni,Sclerophrys_brauni_Bufonidae,65,28.4,3.050980604,8.9,8.4,8.65,6.4,6.9,6.65,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Sclerophrys_brauni,Anura,Bufonidae,Sclerophrys,brauni,Sclerophrys_brauni_Bufonidae,93.2,66,4.041240021,11.2,11.4,11.3,7.7,8.1,7.9,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Sclerophrys_brauni,Anura,Bufonidae,Sclerophrys,brauni,Sclerophrys_brauni_Bufonidae,87.9,51,3.708429769,10.1,9.6,9.85,7.4,6.7,7.05,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Sclerophrys_maculata,Anura,Bufonidae,Sclerophrys,maculata,Sclerophrys_maculata_Bufonidae,47.2,9.6,2.125317138,6.4,5.9,6.15,5.1,4.9,5,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Sclerophrys_maculata,Anura,Bufonidae,Sclerophrys,maculata,Sclerophrys_maculata_Bufonidae,47.6,10.2,2.168702885,6.9,6.5,6.7,5.1,5,5.05,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Sclerophrys_maculata,Anura,Bufonidae,Sclerophrys,maculata,Sclerophrys_maculata_Bufonidae,65.2,24.2,2.892489484,8.3,8.7,8.5,7,7.1,7.05,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Scotobleps_gabonicus,Anura,Arthroleptidae,Scotobleps,gabonicus,Scotobleps_gabonicus_Arthroleptidae,47.9,11.8,2.276638115,7.3,8,7.65,5.4,5.9,5.65,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lotic water,Absent
Scotobleps_gabonicus,Anura,Arthroleptidae,Scotobleps,gabonicus,Scotobleps_gabonicus_Arthroleptidae,49.8,11.2,2.237377884,6.8,7.1,6.95,5.5,5.8,5.65,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lotic water,Absent
Scotobleps_gabonicus,Anura,Arthroleptidae,Scotobleps,gabonicus,Scotobleps_gabonicus_Arthroleptidae,49.9,12.5,2.320794417,8,8,8,5.8,5.8,5.8,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lotic water,Absent
Scutiger_boulengeri,Anura,Megophryidae,Scutiger,boulengeri,Scutiger_boulengeri_Megophryidae,55.2,13,2.351334688,7.6,7.4,7.5,6.1,5.7,5.9,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Scutiger_boulengeri,Anura,Megophryidae,Scutiger,boulengeri,Scutiger_boulengeri_Megophryidae,50,11,2.223980091,6.9,7.1,7,5.6,5.6,5.6,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Scutiger_boulengeri,Anura,Megophryidae,Scutiger,boulengeri,Scutiger_boulengeri_Megophryidae,57.4,15,2.466212074,6.2,5.9,6.05,5.2,5.5,5.35,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Sooglossus_sechellensis,Anura,Sooglossidae,Sooglossus,sechellensis,Sooglossus_sechellensis_Sooglossidae,17.9,0.7,0.887904002,3.1,3.2,3.15,2.7,2.7,2.7,Subfossorial,Both,Ground,Free-living larvae,On land,Absent
Sooglossus_sechellensis,Anura,Sooglossidae,Sooglossus,sechellensis,Sooglossus_sechellensis_Sooglossidae,19.1,0.9,0.965489385,3.2,3.2,3.2,2.9,2.7,2.8,Subfossorial,Both,Ground,Free-living larvae,On land,Absent
Sooglossus_sechellensis,Anura,Sooglossidae,Sooglossus,sechellensis,Sooglossus_sechellensis_Sooglossidae,25,1.5,1.144714243,3.9,4.1,4,3.5,3.4,3.45,Subfossorial,Both,Ground,Free-living larvae,On land,Absent
Spea_bombifrons,Anura,Scaphiopodidae,Spea,bombifrons,Spea_bombifrons_Scaphiopodidae,51,13,2.351334688,7.5,7,7.25,6,5.9,5.95,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_bombifrons,Anura,Scaphiopodidae,Spea,bombifrons,Spea_bombifrons_Scaphiopodidae,53.5,14,2.410142264,7.3,7.8,7.55,5.7,5.5,5.6,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_bombifrons,Anura,Scaphiopodidae,Spea,bombifrons,Spea_bombifrons_Scaphiopodidae,52.2,15,2.466212074,7.8,7.4,7.6,5.6,5.6,5.6,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_bombifrons,Anura,Scaphiopodidae,Spea,bombifrons,Spea_bombifrons_Scaphiopodidae,54.6,16,2.5198421,7.5,7.1,7.3,5.6,5.6,5.6,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_intermontana,Anura,Scaphiopodidae,Spea,intermontana,Spea_intermontana_Scaphiopodidae,47.4,13,2.351334688,7.8,7.9,7.85,5.3,5,5.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_intermontana,Anura,Scaphiopodidae,Spea,intermontana,Spea_intermontana_Scaphiopodidae,43.8,12,2.289428485,6.5,5.6,6.05,4.7,4.5,4.6,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_multiplicata,Anura,Scaphiopodidae,Spea,multiplicata,Spea_multiplicata_Scaphiopodidae,45.9,11,2.223980091,6.4,6.6,6.5,5,5.1,5.05,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_multiplicata,Anura,Scaphiopodidae,Spea,multiplicata,Spea_multiplicata_Scaphiopodidae,49.5,11,2.223980091,NA,7.4,7.4,NA,6.2,6.2,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spea_multiplicata,Anura,Scaphiopodidae,Spea,multiplicata,Spea_multiplicata_Scaphiopodidae,49.3,17,2.571281591,6.9,6.6,6.75,5.2,5.3,5.25,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Spelaeophryne_methneri,Anura,Brevicipitidae,Spelaeophryne,methneri,Spelaeophryne_methneri_Brevicipitidae,52.7,9.4,2.110454294,2.8,3,2.9,2.6,2.7,2.65,Subfossorial,NA,NA,NA,NA,Absent
Spelaeophryne_methneri,Anura,Brevicipitidae,Spelaeophryne,methneri,Spelaeophryne_methneri_Brevicipitidae,32.9,4.1,1.600520664,2.9,2.7,2.8,2.4,2.4,2.4,Subfossorial,NA,NA,NA,NA,Absent
Spelaeophryne_methneri,Anura,Brevicipitidae,Spelaeophryne,methneri,Spelaeophryne_methneri_Brevicipitidae,28.9,2.8,1.409459746,2.6,2.3,2.45,1.9,2,1.95,Subfossorial,NA,NA,NA,NA,Absent
Stefania_evansi,Anura,Hemiphractidae,Stefania,evansi,Stefania_evansi_Hemiphractidae,51,8.2,2.016529675,7.6,8.1,7.85,6.7,7,6.85,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,Absent
Stefania_evansi,Anura,Hemiphractidae,Stefania,evansi,Stefania_evansi_Hemiphractidae,69.5,23.9,2.880487315,9.6,9.1,9.35,7.5,7.8,7.65,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,Absent
Stefania_evansi,Anura,Hemiphractidae,Stefania,evansi,Stefania_evansi_Hemiphractidae,65.2,21.5,2.780648883,8.5,8.1,8.3,NA,6.8,6.8,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,Absent
Stefania_evansi,Anura,Hemiphractidae,Stefania,evansi,Stefania_evansi_Hemiphractidae,53.6,8.7,2.056710116,9.4,8.5,8.95,6.8,6.8,6.8,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,Absent
Strabomantis_bufoniformis,Anura,Craugastoridae,Strabomantis,bufoniformis,Strabomantis_bufoniformis_Strabomantidae,26.8,2.4,1.3388659,4.3,4.9,4.6,3.8,3.9,3.85,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Strabomantis_bufoniformis,Anura,Craugastoridae,Strabomantis,bufoniformis,Strabomantis_bufoniformis_Strabomantidae,30,3.1,1.458099736,5.2,4.9,5.05,4.1,4,4.05,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Strongylopus_grayii,Anura,Pyxicephalidae,Strongylopus,grayii,Strongylopus_grayii_Pyxicephalidae,31.3,3.2,1.473612599,4.1,4,4.05,3.3,3,3.15,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Strongylopus_grayii,Anura,Pyxicephalidae,Strongylopus,grayii,Strongylopus_grayii_Pyxicephalidae,27.2,2.5,1.357208808,3.3,3.7,3.5,2,2.8,2.4,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Strongylopus_grayii,Anura,Pyxicephalidae,Strongylopus,grayii,Strongylopus_grayii_Pyxicephalidae,21.3,1.5,1.144714243,3,2.9,2.95,2.3,2.5,2.4,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Stumpffia_?grandis,Anura,Microhylidae,Stumpffia,?grandis,Stumpffia_grandis_Microhylidae,14.6,0.4,0.7368063,1.9,1.9,1.9,1.8,1.8,1.8,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Sylvirana_guentheri,Anura,Ranidae,Sylvirana,guentheri,Sylvirana_guentheri_Ranidae,77.6,36,3.301927249,9.4,9.8,9.6,7.1,7.2,7.15,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Sylvirana_guentheri,Anura,Ranidae,Sylvirana,guentheri,Sylvirana_guentheri_Ranidae,61.7,14,2.410142264,7.2,7.8,7.5,5.2,5.3,5.25,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Sylvirana_guentheri,Anura,Ranidae,Sylvirana,guentheri,Sylvirana_guentheri_Ranidae,58.3,15.7,2.503993617,8.4,8.4,8.4,6.5,6.1,6.3,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Synapturanus_mirandaribeiroi,Anura,Microhylidae,Synapturanus,mirandaribeiroi,Synapturanus_mirandaribeiroi_Microhylidae,30.3,2.9,1.426043147,2,2.2,2.1,1.5,1.7,1.6,Subfossorial,NA,NA,Free-living larvae,On land,NA
Synapturanus_mirandaribeiroi,Anura,Microhylidae,Synapturanus,mirandaribeiroi,Synapturanus_mirandaribeiroi_Microhylidae,30.4,2.6,1.375068867,2.2,2.2,2.2,1.5,1.6,1.55,Subfossorial,NA,NA,Free-living larvae,On land,NA
Synapturanus_mirandaribeiroi,Anura,Microhylidae,Synapturanus,mirandaribeiroi,Synapturanus_mirandaribeiroi_Microhylidae,32.5,3.2,1.473612599,1.7,2.1,1.9,1.5,1.6,1.55,Subfossorial,NA,NA,Free-living larvae,On land,NA
Telmatobius_culeus,Anura,Telmatobiidae,Telmatobius,culeus,Telmatobius_culeus_Telmatobiidae,85.8,62,3.95789161,8.6,8.4,8.5,6.1,5.6,5.85,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Telmatobius_culeus,Anura,Telmatobiidae,Telmatobius,culeus,Telmatobius_culeus_Telmatobiidae,96.9,91,4.497941445,8.8,8.8,8.8,5.7,6.1,5.9,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Telmatobius_culeus,Anura,Telmatobiidae,Telmatobius,culeus,Telmatobius_culeus_Telmatobiidae,91.3,75,4.217163327,10.2,9.3,9.75,5.7,5.2,5.45,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Telmatobius_culeus,Anura,Telmatobiidae,Telmatobius,culeus,Telmatobius_culeus_Telmatobiidae,75.1,38,3.361975407,8.5,8.3,8.4,5.9,5,5.45,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Telmatobius_culeus,Anura,Telmatobiidae,Telmatobius,culeus,Telmatobius_culeus_Telmatobiidae,85,60,3.914867641,8.5,8.4,8.45,5.4,6,5.7,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Teratohyla_spinosa,Anura,Centrolenidae,Teratohyla,spinosa,Teratohyla_spinosa_Centrolenidae,20.5,0.8,0.928317767,3.6,3.4,3.5,3,3,3,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Thoropa_miliaris,Anura,Cycloramphidae,Thoropa,miliaris,Thoropa_miliaris_Cycloramphidae,68.1,30.6,3.127810804,9,8.5,8.75,7.2,7,7.1,Ground-dwelling,Nocturnal,Ground,Free-living larvae,NA,Absent
Thoropa_miliaris,Anura,Cycloramphidae,Thoropa,miliaris,Thoropa_miliaris_Cycloramphidae,57.1,15.5,2.493315476,8.5,8.2,8.35,6.7,6.9,6.8,Ground-dwelling,Nocturnal,Ground,Free-living larvae,NA,Absent
Thoropa_miliaris,Anura,Cycloramphidae,Thoropa,miliaris,Thoropa_miliaris_Cycloramphidae,40,5.9,1.806968869,5.8,5.6,5.7,4.2,4.6,4.4,Ground-dwelling,Nocturnal,Ground,Free-living larvae,NA,Absent
Trachycephalus_typhonius,Anura,Hylidae,Trachycephalus,typhonius,Trachycephalus_typhonius_Hylidae,64.9,18.8,2.65900579,8.1,9.9,9,6,6,6,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Trachycephalus_typhonius,Anura,Hylidae,Trachycephalus,typhonius,Trachycephalus_typhonius_Hylidae,58.4,16.1,2.525080872,7.8,7.5,7.65,5.4,5.4,5.4,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Trachycephalus_typhonius,Anura,Hylidae,Trachycephalus,typhonius,Trachycephalus_typhonius_Hylidae,73.6,31.5,3.158179799,9.5,9.5,9.5,7,6.8,6.9,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,129.7,227,6.1001702,12.7,13,12.85,8.4,8.2,8.3,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,95,97,4.594700892,11.3,12.6,11.95,9.7,8.1,8.9,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,132.9,219,6.02765016,14.7,14.2,14.45,10.2,10.4,10.3,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,135.2,300,6.694329501,12.7,NA,12.7,9.4,NA,9.4,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,97,93,4.530654896,10.2,10.2,10.2,8.1,8.8,8.45,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,131,284,6.573138451,13.6,13.5,13.55,10.1,10.8,10.45,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Trichobatrachus_robustus,Anura,Arthroleptidae,Trichobatrachus,robustus,Trichobatrachus_robustus_Arthroleptidae,124.4,204,5.886765317,13.3,11.3,12.3,9.3,9.6,9.45,Semiaquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Uperodon_globulosus,Anura,Microhylidae,Uperodon,globulosus,Uperodon_globulosus_Microhylidae,69.5,72,4.160167646,4.5,4.6,4.55,2.7,2.8,2.75,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Uperodon_systoma,Anura,Microhylidae,Uperodon,systoma,Uperodon_systoma_Microhylidae,56.3,38.1,3.364921925,5.8,5.2,5.5,4.2,4.3,4.25,Fossorial,NA,Lentic water,NA,NA,Absent
Uperodon_systoma,Anura,Microhylidae,Uperodon,systoma,Uperodon_systoma_Microhylidae,54.6,24.6,2.908339058,NA,5.4,5.4,NA,4.2,4.2,Fossorial,NA,Lentic water,NA,NA,Absent
Uperodon_systoma,Anura,Microhylidae,Uperodon,systoma,Uperodon_systoma_Microhylidae,50.7,17.2,2.581325761,5.1,5.2,5.15,4.1,4.1,4.1,Fossorial,NA,Lentic water,NA,NA,Absent
Uperoleia_laevigata,Anura,Myobatrachidae,Uperoleia,laevigata,Uperoleia_laevigata_Myobatrachidae,23,2,1.25992105,2.6,2.8,2.7,2.5,2.3,2.4,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Uperoleia_laevigata,Anura,Myobatrachidae,Uperoleia,laevigata,Uperoleia_laevigata_Myobatrachidae,19.8,1,1,2.6,2.2,2.4,2.1,1.9,2,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Uperoleia_laevigata,Anura,Myobatrachidae,Uperoleia,laevigata,Uperoleia_laevigata_Myobatrachidae,21.2,1,1,2.8,2.6,2.7,2,2.1,2.05,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Uperoleia_laevigata,Anura,Myobatrachidae,Uperoleia,laevigata,Uperoleia_laevigata_Myobatrachidae,21,1,1,2.8,2.5,2.65,2.3,2.1,2.2,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Xenopus_fraseri,Anura,Pipidae,Xenopus,fraseri,Xenopus_fraseri_Pipidae,47.6,9,2.080083823,2.9,3.5,3.2,1.9,2.2,2.05,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Xenopus_fraseri,Anura,Pipidae,Xenopus,fraseri,Xenopus_fraseri_Pipidae,48.2,12,2.289428485,3.2,3.5,3.35,2.4,2.3,2.35,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Xenopus_fraseri,Anura,Pipidae,Xenopus,fraseri,Xenopus_fraseri_Pipidae,47.7,10,2.15443469,3.4,3.1,3.25,1.8,1.9,1.85,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Xenopus_tropicalis,Anura,Pipidae,Xenopus,tropicalis,Xenopus_tropicalis_Pipidae,36.2,6,1.817120593,2.4,2.1,2.25,1.3,1.3,1.3,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Xenopus_tropicalis,Anura,Pipidae,Xenopus,tropicalis,Xenopus_tropicalis_Pipidae,26.4,3,1.44224957,1.9,1.6,1.75,1.3,1.2,1.25,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Xenopus_tropicalis,Anura,Pipidae,Xenopus,tropicalis,Xenopus_tropicalis_Pipidae,23.5,2,1.25992105,1.6,1.9,1.75,0.9,1.1,1,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
